index,material_no,name,category,glass_t1_mm,glass_cavity_mm,glass_t2_mm,spectrum_ok,R_125_Hz,R_250_Hz,R_500_Hz,R_1000_Hz,R_2000_Hz,R_4000_Hz
2494,2617,Duco Ducomax Corto 25 AR inbouw B,,,,,True,30.4,29.8,31.9,38.6,41.3,0.0
2495,2618,Duco Ducomax Medio 10 ZR inbouw B,,,,,True,33.3,33.3,40.7,47.5,41.3,0.0
2496,2619,Duco Ducomax Medio 15 ZR inbouw B,,,,,True,31.8,34.1,37.9,48.6,45.9,0.0
2497,2620,Duco Ducomax Medio 25 ZR inbouw B,,,,,True,30.2,29.7,33.0,40.7,42.6,0.0
2498,2621,Duco Ducomax Alto 10 ZR inbouw B,,,,,True,32.8,35.9,42.5,49.5,47.1,0.0
2499,2622,Duco Ducomax Alto 15 ZR inbouw B,,,,,True,32.8,35.3,41.9,50.7,48.4,0.0
2500,2623,Duco Ducomax Alto 20 ZR inbouw B,,,,,True,28.5,30.3,37.0,47.5,41.9,0.0
2501,2624,Duco Ducomax Alto 25 ZR inbouw B,,,,,True,29.7,30.3,35.3,46.8,42.3,0.0
2502,2625,Duco Ducomax Largo 10 ZR inbouw B,,,,,True,33.4,38.5,48.0,55.4,50.6,0.0
2503,2626,Duco Ducomax Largo 15 ZR inbouw B,,,,,True,32.8,37.2,43.9,53.9,41.6,0.0
2504,2627,Duco Ducomax Largo 20 ZR inbouw B,,,,,True,28.9,32.9,41.1,46.1,39.9,0.0
2505,2628,Duco Ducomax Largo 25  ZR inbouw B,,,,,True,31.0,32.7,39.7,45.9,41.3,0.0
2506,2629,Duco Ducomax Corto 10 ZR inbouw C,,,,,True,32.6,33.5,39.3,44.2,39.8,0.0
2507,2630,Duco Ducomax Corto 15 ZR inbouw C,,,,,True,30.9,31.3,35.1,41.0,40.6,0.0
2508,2631,Duco Ducomax Corto 20 ZR inbouw C,,,,,True,29.7,28.9,32.4,39.0,38.5,0.0
2509,2632,Duco Ducomax Corto 25 ZR inbouw C,,,,,True,29.6,29.0,31.1,37.8,40.5,0.0
2510,2633,Duco Ducomax Medio 10 ZR  inbouw C,,,,,True,34.1,34.1,41.5,48.3,42.1,0.0
2511,2634,Duco Ducomax Medio 15 ZR inbouw C,,,,,True,31.7,34.0,37.8,48.5,45.8,0.0
2512,2635,Duco Ducomax Medio 20 ZR inbouw C,,,,,True,29.9,30.1,36.1,42.9,38.6,0.0
2513,2636,Duco Ducomax Medio 25 ZR inbouw C,,,,,True,29.4,28.9,32.2,39.9,41.8,0.0
2514,2637,Duco Ducomax Alto 10 ZR inbouw C,,,,,True,33.6,36.7,43.3,50.3,47.9,0.0
2515,2638,Duco Ducomax Alto 15 ZR inbouw C,,,,,True,32.7,35.2,41.8,50.6,48.3,0.0
2516,2639,Duco Ducomax Alto 20 ZR inbouw C,,,,,True,29.1,30.9,37.6,48.1,42.5,0.0
2517,2640,Duco Ducomax Alto 25 ZR inbouw C,,,,,True,28.9,29.5,34.5,46.0,41.5,0.0
2518,2641,Duco Ducomax Largo 10 ZR inbouw C,,,,,True,34.2,39.3,48.8,56.2,51.4,0.0
2519,2642,Duco Ducomax Largo 15 ZR inbouw C,,,,,True,32.7,37.1,43.8,53.8,41.5,0.0
2520,2643,Duco Ducomax Largo 20 ZR inbouw C,,,,,True,30.5,34.5,42.7,47.7,41.5,0.0
2521,2644,Duco Ducomax Largo 25 ZR inbouw C,,,,,True,30.2,31.9,38.9,45.1,40.5,0.0
2522,2645,Duco Ducomax Corto 10 ZR inbouw D,,,,,True,32.3,33.2,39.0,43.9,39.5,0.0
2523,2646,Duco Ducomax  Corto 15 ZR inbouw D,,,,,True,30.4,30.8,34.6,40.5,40.1,0.0
2524,2647,Duco Ducomax Corto 20 ZR inbouw D,,,,,True,29.6,28.8,32.3,38.9,38.4,0.0
2525,2648,Duco Ducomax Corto 25 ZR inbouw D,,,,,True,29.7,29.1,31.2,37.9,40.6,0.0
2526,2649,Duco Ducomax Medio 10 ZR inbouw D,,,,,True,33.6,33.6,41.0,47.8,41.6,0.0
2527,2650,Duco Ducomax Medio 15 ZR inbouw D,,,,,True,31.1,33.4,37.2,47.9,45.2,0.0
2528,2651,Duco Ducomax Medio 20 ZR inbouw D,,,,,True,30.6,30.8,36.8,43.6,39.3,0.0
2529,2652,Duco Ducomax Medio 25 ZR inbouw D,,,,,True,29.5,29.0,32.3,40.0,41.9,0.0
2530,2653,Duco Ducomax Alto 10 ZR inbouw D,,,,,True,33.4,36.5,43.1,50.1,47.7,0.0
2531,2654,Duco Ducomax Alto 15 ZR inbouw D,,,,,True,32.1,34.6,41.2,50.0,47.7,0.0
2532,2655,Duco Ducomax Alto 20 ZR inbouw D,,,,,True,29.8,31.6,38.3,48.8,43.2,0.0
2533,2656,Duco Ducomax Alto 25  ZR inbouw D,,,,,True,29.0,29.6,34.6,46.1,41.6,0.0
2534,2657,Duco Ducomax Largo 10 ZR inbouw D,,,,,True,34.0,39.1,48.6,56.0,51.2,0.0
2535,2658,Duco Ducomax Largo 15  ZR inbouw D,,,,,True,32.1,36.5,43.2,53.2,40.9,0.0
2536,2659,Duco Ducomax Largo 20 ZR inbouw D,,,,,True,30.5,34.5,42.7,47.7,41.5,0.0
2537,2660,Duco Ducomax Largo 25 ZR inbouw D,,,,,True,30.3,32.0,39.0,45.2,40.6,0.0
2538,2661,SGG voorzetraam 86.2(2)/24/66.2  115  66.2,,,,,True,38.7,43.8,55.6,58.1,58.5,0.0
2539,2662,SGG voorzetraam 86.2(2)/24/66.2  115  66.2 met randabsorptie,,,,,True,39.3,43.9,55.8,58.4,58.5,0.0
2540,2663,SGG voorzetraam 86.2(2)/24/66.2  115  66.2 geopend voorzetraam,,,,,True,34.6,40.0,46.7,50.3,50.6,0.0
2541,2664,SGG glazen wand met deur 1338,,,,,True,29.9,31.9,35.8,36.7,40.5,46.6
2542,2665,SGG glazen wand met deur 1739,,,,,True,29.9,32.9,36.3,37.4,41.7,47.0
2543,2666,Duco GlasMax 10,,,,,True,28.0,30.2,27.9,35.4,35.8,0.0
2544,2667,Duco GlasMax 15,,,,,True,27.7,29.4,27.3,32.8,33.2,0.0
2545,2668,Duco GlasMax 20,,,,,True,26.2,29.0,26.1,31.1,31.3,0.0
2546,2671,Buva AcouStream VD 14-ZR [1],,,,,True,37.6,36.2,28.3,33.0,44.0,45.0
2547,2672,Buva AcouStream VD 18-ZR [1],,,,,True,36.6,35.6,28.2,32.6,43.3,0.0
2548,2673,Buva AcouStream VD 23-ZR [1],,,,,True,37.1,35.7,27.5,32.1,43.2,0.0
2549,2674,Buva AcouStream GL 14-ZR [1],,,,,True,36.2,34.0,31.0,35.3,39.4,45.9
2550,2675,Buva AcouStream GL 18-ZR [1],,,,,True,35.0,33.6,30.4,34.3,37.6,44.2
2551,2676,Buva AcouStream GL 23-ZR [1],,,,,True,33.8,32.5,29.7,33.3,33.3,40.4
2552,2677,Climarad 5.6 dm3/s [1],,,,,True,37.5,40.1,45.0,51.8,58.2,58.2
2553,2678,Climarad 11.1 dm3/s [1],,,,,True,37.5,40.1,45.0,51.8,58.2,58.2
2554,2679,Climarad 16.7 dm3/s [1],,,,,True,37.5,40.1,45.0,51.8,58.2,58.2
2555,2680,Climarad 22.2 dm3/s [1],,,,,True,37.5,40.1,45.0,51.8,58.2,58.2
2556,2681,Climarad 27.8 dm3/s [1],,,,,True,37.5,40.1,45.0,51.8,58.2,58.2
2557,2682,Climarad 5.6 dm3/s met absorptiemateriaal [1],,,,,True,37.4,40.5,45.9,52.4,58.5,58.3
2558,2683,Climarad 11.1 dm3/s met absorptiemateriaal [1],,,,,True,37.4,40.5,45.9,52.4,58.5,58.3
2559,2684,Climarad 16.7 dm3/s met absorptiemateriaal [1],,,,,True,37.4,40.5,45.9,52.4,58.5,58.3
2560,2685,Climarad 22.2 dm3/s met absorptiemateriaal [1],,,,,True,37.4,40.5,45.9,52.4,58.5,58.3
2561,2686,Climarad 27.8 dm3/s met absorptiemateriaal [1],,,,,True,37.4,40.5,45.9,52.4,58.5,58.3
2562,2687,Solarlux vouwwand SL 60 Akustex 29/38 [1],,,,,True,27.6,26.8,35.5,38.9,42.8,0.0
